date,brand,product_category,region,sales_volume,revenue,avg_price,cost,profit,customer_satisfaction,year,quarter,month_name,market_share
2022-05-01,Brand E,Electronics,Central,485,190912.53,393.53,132265.8,58646.73,6.5,2022,Q2,May,1.39
2022-05-01,Brand E,Home Appliances,North,600,166893.86,278.1,107469.71,59424.14,6.9,2022,Q2,May,1.8
2022-05-01,Brand E,Home Appliances,South,707,192829.44,272.74,118040.57,74788.87,6.5,2022,Q2,May,2.08
2022-05-01,Brand E,Home Appliances,East,696,197862.87,284.08,124374.75,73488.11,7.1,2022,Q2,May,2.13
2022-05-01,Brand E,Home Appliances,West,691,200390.94,289.7,138649.02,61741.92,6.6,2022,Q2,May,2.16
2022-05-01,Brand E,Home Appliances,Central,671,187363.58,278.9,128194.13,59169.44,7.0,2022,Q2,May,2.02
2022-05-01,Brand E,Personal Care,North,718,29170.63,40.62,18019.95,11150.68,6.8,2022,Q2,May,2.1
2022-05-01,Brand E,Personal Care,South,759,31707.61,41.75,19161.46,12546.15,6.5,2022,Q2,May,2.28
2022-05-01,Brand E,Personal Care,East,589,24125.38,40.9,16448.16,7677.21,6.5,2022,Q2,May,1.73
2022-05-01,Brand E,Personal Care,West,664,27474.26,41.36,18497.88,8976.39,6.8,2022,Q2,May,1.97
2022-05-01,Brand E,Personal Care,Central,681,27264.13,40.03,17169.72,10094.41,6.9,2022,Q2,May,1.96
2022-05-01,Brand E,Kitchen,North,741,92345.22,124.48,61282.98,31062.24,7.1,2022,Q2,May,2.26
2022-05-01,Brand E,Kitchen,South,630,75365.56,119.54,45289.66,30075.89,6.5,2022,Q2,May,1.84
2022-05-01,Brand E,Kitchen,East,749,94396.44,125.9,57574.07,36822.37,6.7,2022,Q2,May,2.31
2022-05-01,Brand E,Kitchen,West,765,89114.07,116.45,58415.03,30699.04,7.0,2022,Q2,May,2.18
2022-05-01,Brand E,Kitchen,Central,726,84459.55,116.26,53677.29,30782.26,7.1,2022,Q2,May,2.07
2022-06-01,Brand A,Electronics,North,1562,742826.35,475.26,482837.13,259989.22,8.0,2022,Q2,June,5.11
2022-06-01,Brand A,Electronics,South,1323,678043.47,512.29,440728.26,237315.21,7.5,2022,Q2,June,4.67
2022-06-01,Brand A,Electronics,East,1749,863106.98,493.4,561019.54,302087.44,7.6,2022,Q2,June,5.94
2022-06-01,Brand A,Electronics,West,1375,674608.72,490.28,438495.67,236113.05,8.1,2022,Q2,June,4.64
2022-06-01,Brand A,Electronics,Central,1766,871849.58,493.42,566702.23,305147.35,7.7,2022,Q2,June,6.0
2022-06-01,Brand A,Home Appliances,North,1342,487900.28,363.52,317135.18,170765.1,7.8,2022,Q2,June,5.07
2022-06-01,Brand A,Home Appliances,South,1217,422362.01,346.94,274535.31,147826.7,7.9,2022,Q2,June,4.39
2022-06-01,Brand A,Home Appliances,East,1070,379261.84,354.19,246520.2,132741.65,7.6,2022,Q2,June,3.94
2022-06-01,Brand A,Home Appliances,West,1369,459780.65,335.75,298857.42,160923.23,7.8,2022,Q2,June,4.78
2022-06-01,Brand A,Home Appliances,Central,1251,444135.77,354.98,288688.25,155447.52,7.3,2022,Q2,June,4.62
2022-06-01,Brand A,Personal Care,North,1431,72025.08,50.31,46816.3,25208.78,7.8,2022,Q2,June,5.11
2022-06-01,Brand A,Personal Care,South,1441,73349.81,50.88,47677.38,25672.43,8.1,2022,Q2,June,5.21
2022-06-01,Brand A,Personal Care,East,1301,67195.55,51.63,43677.11,23518.44,7.7,2022,Q2,June,4.77
2022-06-01,Brand A,Personal Care,West,1220,58342.97,47.79,37922.93,20420.04,7.6,2022,Q2,June,4.14
2022-06-01,Brand A,Personal Care,Central,1517,77458.36,51.04,50347.94,27110.43,8.0,2022,Q2,June,5.5
2022-06-01,Brand A,Kitchen,North,1335,199070.94,149.1,129396.11,69674.83,7.4,2022,Q2,June,4.58
2022-06-01,Brand A,Kitchen,South,1259,187720.48,149.01,122018.31,65702.17,7.3,2022,Q2,June,4.32
2022-06-01,Brand A,Kitchen,East,1216,184330.07,151.47,119814.55,64515.53,8.0,2022,Q2,June,4.24
2022-06-01,Brand A,Kitchen,West,1526,238942.35,156.5,155312.53,83629.82,7.9,2022,Q2,June,5.49
2022-06-01,Brand A,Kitchen,Central,1296,197178.35,152.04,128165.93,69012.42,8.0,2022,Q2,June,4.53
2022-06-01,Brand B,Electronics,North,1699,968337.25,569.82,662323.53,306013.72,8.1,2022,Q2,June,6.67
2022-06-01,Brand B,Electronics,South,1960,1137176.57,580.05,703284.15,433892.42,8.1,2022,Q2,June,7.83
2022-06-01,Brand B,Electronics,East,1823,999016.91,547.76,601826.94,397189.96,8.5,2022,Q2,June,6.88
2022-06-01,Brand B,Electronics,West,1788,1030224.37,576.04,648910.06,381314.31,8.6,2022,Q2,June,7.09
2022-06-01,Brand B,Electronics,Central,1780,1016603.58,570.96,698684.22,317919.36,8.5,2022,Q2,June,7.0
2022-06-01,Brand B,Home Appliances,North,1593,660804.84,414.68,426760.11,234044.72,8.2,2022,Q2,June,6.87
2022-06-01,Brand B,Home Appliances,South,1565,603784.41,385.62,406222.49,197561.92,8.2,2022,Q2,June,6.28
2022-06-01,Brand B,Home Appliances,East,1725,710601.06,411.74,480758.06,229843.0,7.9,2022,Q2,June,7.39
2022-06-01,Brand B,Home Appliances,West,1817,704813.22,387.82,475845.84,228967.38,8.4,2022,Q2,June,7.33
2022-06-01,Brand B,Home Appliances,Central,2000,770365.45,385.15,466614.57,303750.88,8.0,2022,Q2,June,8.01
2022-06-01,Brand B,Personal Care,North,1336,74900.87,56.05,51728.44,23172.42,7.9,2022,Q2,June,5.32
2022-06-01,Brand B,Personal Care,South,1340,79099.51,58.99,51017.12,28082.38,8.5,2022,Q2,June,5.61
2022-06-01,Brand B,Personal Care,East,1251,71880.94,57.43,43370.18,28510.76,7.8,2022,Q2,June,5.1
2022-06-01,Brand B,Personal Care,West,1614,89503.23,55.43,58467.27,31035.95,8.1,2022,Q2,June,6.35
2022-06-01,Brand B,Personal Care,Central,1373,82129.01,59.8,49456.64,32672.37,8.4,2022,Q2,June,5.83
2022-06-01,Brand B,Kitchen,North,1821,316114.29,173.54,219282.87,96831.42,7.8,2022,Q2,June,7.27
2022-06-01,Brand B,Kitchen,South,1560,262696.16,168.36,176816.08,85880.08,8.7,2022,Q2,June,6.04
2022-06-01,Brand B,Kitchen,East,1482,259664.95,175.16,160942.87,98722.08,8.3,2022,Q2,June,5.97
2022-06-01,Brand B,Kitchen,West,1581,285767.77,180.64,188850.41,96917.36,8.0,2022,Q2,June,6.57
2022-06-01,Brand B,Kitchen,Central,1414,235426.97,166.48,146560.75,88866.22,8.0,2022,Q2,June,5.41
2022-06-01,Brand C,Electronics,North,1210,578565.24,477.91,377420.72,201144.52,7.4,2022,Q2,June,3.98
2022-06-01,Brand C,Electronics,South,1213,589377.19,485.58,357614.53,231762.66,8.0,2022,Q2,June,4.06
2022-06-01,Brand C,Electronics,East,1109,505063.72,455.13,326185.34,178878.39,7.8,2022,Q2,June,3.48
2022-06-01,Brand C,Electronics,West,985,489009.7,496.17,334970.44,154039.26,8.0,2022,Q2,June,3.37
2022-06-01,Brand C,Electronics,Central,1083,509890.88,470.81,339127.07,170763.81,7.8,2022,Q2,June,3.51
2022-06-01,Brand C,Home Appliances,North,1057,351986.19,332.92,239576.01,112410.18,7.8,2022,Q2,June,3.66
2022-06-01,Brand C,Home Appliances,South,1053,360322.33,342.02,223448.98,136873.34,7.6,2022,Q2,June,3.75
2022-06-01,Brand C,Home Appliances,East,1094,357802.89,326.85,241758.52,116044.37,7.8,2022,Q2,June,3.72
2022-06-01,Brand C,Home Appliances,West,1109,382796.93,345.06,263348.28,119448.65,8.2,2022,Q2,June,3.98
2022-06-01,Brand C,Home Appliances,Central,1121,371159.13,330.88,259254.27,111904.86,8.1,2022,Q2,June,3.86
2022-06-01,Brand C,Personal Care,North,1253,56945.97,45.43,36809.48,20136.49,8.2,2022,Q2,June,4.04
2022-06-01,Brand C,Personal Care,South,1477,70165.52,47.49,42839.37,27326.15,8.0,2022,Q2,June,4.98
2022-06-01,Brand C,Personal Care,East,1601,75169.44,46.93,50931.89,24237.54,8.3,2022,Q2,June,5.33
2022-06-01,Brand C,Personal Care,West,1330,63357.46,47.61,39833.71,23523.75,8.1,2022,Q2,June,4.5
2022-06-01,Brand C,Personal Care,Central,1494,71945.71,48.14,48908.08,23037.63,7.7,2022,Q2,June,5.11
2022-06-01,Brand C,Kitchen,North,1300,185896.4,142.97,114474.16,71422.24,8.0,2022,Q2,June,4.27
2022-06-01,Brand C,Kitchen,South,1257,175977.66,139.89,120671.04,55306.62,8.2,2022,Q2,June,4.05
2022-06-01,Brand C,Kitchen,East,1078,161172.54,149.39,98971.41,62201.13,7.5,2022,Q2,June,3.71
2022-06-01,Brand C,Kitchen,West,1046,155034.45,148.11,103164.46,51869.99,7.5,2022,Q2,June,3.56
2022-06-01,Brand C,Kitchen,Central,1135,163682.44,144.14,99575.62,64106.82,8.2,2022,Q2,June,3.76
2022-06-01,Brand D,Electronics,North,826,351356.57,425.22,244794.57,106562.0,6.9,2022,Q2,June,2.42
2022-06-01,Brand D,Electronics,South,867,374792.6,432.14,248662.57,126130.03,6.7,2022,Q2,June,2.58
2022-06-01,Brand D,Electronics,East,844,356135.31,421.92,219458.89,136676.42,6.5,2022,Q2,June,2.45
2022-06-01,Brand D,Electronics,West,770,328526.06,426.16,220748.28,107777.78,7.4,2022,Q2,June,2.26
2022-06-01,Brand D,Electronics,Central,661,287757.81,434.84,178047.61,109710.2,7.4,2022,Q2,June,1.98
2022-06-01,Brand D,Home Appliances,North,881,263365.71,298.71,176724.79,86640.92,6.8,2022,Q2,June,2.74
2022-06-01,Brand D,Home Appliances,South,797,244944.52,307.07,158216.16,86728.36,6.9,2022,Q2,June,2.55
2022-06-01,Brand D,Home Appliances,East,803,246810.69,307.27,156359.71,90450.98,6.7,2022,Q2,June,2.57
2022-06-01,Brand D,Home Appliances,West,855,262907.65,307.2,160390.43,102517.22,6.7,2022,Q2,June,2.73
2022-06-01,Brand D,Home Appliances,Central,718,210421.55,292.98,135729.29,74692.27,7.2,2022,Q2,June,2.19
2022-06-01,Brand D,Personal Care,North,890,38308.68,43.01,24335.11,13973.57,7.3,2022,Q2,June,2.72
2022-06-01,Brand D,Personal Care,South,844,37617.03,44.54,24955.68,12661.36,6.6,2022,Q2,June,2.67
2022-06-01,Brand D,Personal Care,East,897,37456.1,41.76,25044.37,12411.72,6.6,2022,Q2,June,2.66
2022-06-01,Brand D,Personal Care,West,768,33839.87,44.01,21072.69,12767.17,7.3,2022,Q2,June,2.4
2022-06-01,Brand D,Personal Care,Central,795,34294.52,43.11,22957.27,11337.25,7.0,2022,Q2,June,2.43
2022-06-01,Brand D,Kitchen,North,980,121419.87,123.84,73254.9,48164.96,6.8,2022,Q2,June,2.79
2022-06-01,Brand D,Kitchen,South,1089,144953.72,133.09,99600.66,45353.05,7.3,2022,Q2,June,3.33
2022-06-01,Brand D,Kitchen,East,1131,146635.49,129.6,91798.02,54837.47,7.4,2022,Q2,June,3.37
2022-06-01,Brand D,Kitchen,West,1094,140410.45,128.27,85804.68,54605.77,6.9,2022,Q2,June,3.23
2022-06-01,Brand D,Kitchen,Central,1028,135970.33,132.15,89014.99,46955.34,6.9,2022,Q2,June,3.13
2022-06-01,Brand E,Electronics,North,649,249582.85,384.43,160295.79,89287.05,6.3,2022,Q2,June,1.72
2022-06-01,Brand E,Electronics,South,608,253727.76,416.72,159341.98,94385.78,7.2,2022,Q2,June,1.75
2022-06-01,Brand E,Electronics,East,532,221782.92,416.43,149791.34,71991.58,7.1,2022,Q2,June,1.53
2022-06-01,Brand E,Electronics,West,485,203336.77,418.51,136777.95,66558.81,6.6,2022,Q2,June,1.4
2022-06-01,Brand E,Electronics,Central,624,244190.99,391.26,167826.46,76364.53,6.4,2022,Q2,June,1.68
2022-06-01,Brand E,Home Appliances,North,688,193646.62,281.14,118057.33,75589.29,6.5,2022,Q2,June,2.01
2022-06-01,Brand E,Home Appliances,South,554,154683.81,279.13,97470.37,57213.44,6.9,2022,Q2,June,1.61
2022-06-01,Brand E,Home Appliances,East,609,167284.09,274.4,112802.89,54481.19,6.3,2022,Q2,June,1.74
2022-06-01,Brand E,Home Appliances,West,727,210900.35,289.86,140624.23,70276.12,6.9,2022,Q2,June,2.19
2022-06-01,Brand E,Home Appliances,Central,725,196753.92,271.19,119606.1,77147.82,6.5,2022,Q2,June,2.05
2022-06-01,Brand E,Personal Care,North,750,28628.71,38.14,18845.73,9782.98,7.3,2022,Q2,June,2.03
2022-06-01,Brand E,Personal Care,South,763,30597.22,40.09,18553.05,12044.16,7.1,2022,Q2,June,2.17
2022-06-01,Brand E,Personal Care,East,710,27313.19,38.46,16644.27,10668.92,7.2,2022,Q2,June,1.94
2022-06-01,Brand E,Personal Care,West,724,29942.78,41.32,20597.57,9345.2,6.9,2022,Q2,June,2.13
2022-06-01,Brand E,Personal Care,Central,693,27539.32,39.72,17396.44,10142.88,6.7,2022,Q2,June,1.95
2022-06-01,Brand E,Kitchen,North,790,95798.82,121.22,66029.56,29769.26,6.7,2022,Q2,June,2.2
2022-06-01,Brand E,Kitchen,South,753,91635.05,121.58,60403.05,31232.0,7.0,2022,Q2,June,2.11
2022-06-01,Brand E,Kitchen,East,672,80829.1,120.15,49339.9,31489.2,6.7,2022,Q2,June,1.86
2022-06-01,Brand E,Kitchen,West,727,88636.87,121.83,61607.33,27029.54,6.9,2022,Q2,June,2.04
2022-06-01,Brand E,Kitchen,Central,783,94094.98,120.08,62423.59,31671.39,6.4,2022,Q2,June,2.16
2022-07-01,Brand A,Electronics,North,1399,690257.25,493.09,448667.21,241590.04,7.8,2022,Q3,July,4.8
2022-07-01,Brand A,Electronics,South,1305,629116.28,482.0,408925.58,220190.7,7.6,2022,Q3,July,4.38
2022-07-01,Brand A,Electronics,East,1724,847942.18,491.57,551162.42,296779.76,7.8,2022,Q3,July,5.9
2022-07-01,Brand A,Electronics,West,1373,694319.85,505.54,451307.9,243011.95,7.6,2022,Q3,July,4.83
2022-07-01,Brand A,Electronics,Central,1378,690324.25,500.83,448710.76,241613.49,7.3,2022,Q3,July,4.8
2022-07-01,Brand A,Home Appliances,North,1053,358473.62,340.17,233007.85,125465.77,7.3,2022,Q3,July,3.85
2022-07-01,Brand A,Home Appliances,South,1091,375711.57,344.36,244212.52,131499.05,8.1,2022,Q3,July,4.03
2022-07-01,Brand A,Home Appliances,East,1263,442667.2,350.44,287733.68,154933.52,7.6,2022,Q3,July,4.75
2022-07-01,Brand A,Home Appliances,West,1396,483772.26,346.4,314451.97,169320.29,7.4,2022,Q3,July,5.19
2022-07-01,Brand A,Home Appliances,Central,1279,430653.47,336.48,279924.76,150728.72,7.6,2022,Q3,July,4.62
2022-07-01,Brand A,Personal Care,North,1376,71420.04,51.87,46423.03,24997.01,7.8,2022,Q3,July,5.02
2022-07-01,Brand A,Personal Care,South,1457,76449.63,52.46,49692.26,26757.37,7.4,2022,Q3,July,5.38
2022-07-01,Brand A,Personal Care,East,1280,63373.61,49.47,41192.84,22180.76,7.7,2022,Q3,July,4.46
2022-07-01,Brand A,Personal Care,West,1337,69582.58,52.04,45228.67,24353.9,8.0,2022,Q3,July,4.89
2022-07-01,Brand A,Personal Care,Central,1418,69562.82,49.05,45215.83,24346.99,8.1,2022,Q3,July,4.89
2022-07-01,Brand A,Kitchen,North,1483,229641.97,154.82,149267.28,80374.69,7.3,2022,Q3,July,5.45
2022-07-01,Brand A,Kitchen,South,1358,194633.36,143.27,126511.69,68121.68,7.6,2022,Q3,July,4.62
2022-07-01,Brand A,Kitchen,East,1132,171663.39,151.56,111581.2,60082.19,8.0,2022,Q3,July,4.08
2022-07-01,Brand A,Kitchen,West,1154,171116.85,148.26,111225.95,59890.9,7.8,2022,Q3,July,4.06
2022-07-01,Brand A,Kitchen,Central,1253,180951.04,144.32,117618.18,63332.86,7.7,2022,Q3,July,4.3
2022-07-01,Brand B,Electronics,North,2009,1105989.35,550.33,672461.43,433527.91,8.1,2022,Q3,July,7.69
2022-07-01,Brand B,Electronics,South,2116,1237505.28,584.69,826488.93,411016.35,8.1,2022,Q3,July,8.61
2022-07-01,Brand B,Electronics,East,1921,1050662.38,546.83,697229.65,353432.73,8.6,2022,Q3,July,7.31
2022-07-01,Brand B,Electronics,West,1931,1152392.62,596.49,774865.69,377526.93,7.8,2022,Q3,July,8.02
2022-07-01,Brand B,Electronics,Central,2094,1152115.2,550.07,752788.33,399326.88,7.8,2022,Q3,July,8.01
2022-07-01,Brand B,Home Appliances,North,1462,583931.48,399.36,367587.24,216344.23,8.2,2022,Q3,July,6.27
2022-07-01,Brand B,Home Appliances,South,1752,673307.79,384.14,412266.58,261041.21,8.3,2022,Q3,July,7.23
2022-07-01,Brand B,Home Appliances,East,1632,672143.95,411.72,447129.76,225014.19,8.5,2022,Q3,July,7.22
2022-07-01,Brand B,Home Appliances,West,1812,724235.69,399.68,483280.06,240955.63,8.0,2022,Q3,July,7.78
2022-07-01,Brand B,Home Appliances,Central,1613,668230.25,414.13,430769.26,237461.0,8.5,2022,Q3,July,7.18
2022-07-01,Brand B,Personal Care,North,1537,91550.2,59.56,63321.93,28228.27,8.1,2022,Q3,July,6.44
2022-07-01,Brand B,Personal Care,South,1325,76841.11,57.97,48956.79,27884.31,8.3,2022,Q3,July,5.4
2022-07-01,Brand B,Personal Care,East,1488,87176.9,58.58,55571.38,31605.52,7.9,2022,Q3,July,6.13
2022-07-01,Brand B,Personal Care,West,1372,76093.99,55.44,52429.5,23664.49,8.0,2022,Q3,July,5.35
2022-07-01,Brand B,Personal Care,Central,1256,68811.42,54.77,45730.85,23080.57,8.3,2022,Q3,July,4.84
2022-07-01,Brand B,Kitchen,North,1482,244845.04,165.11,156936.59,87908.46,8.0,2022,Q3,July,5.81
2022-07-01,Brand B,Kitchen,South,1640,285914.65,174.32,181973.06,103941.59,7.9,2022,Q3,July,6.79
2022-07-01,Brand B,Kitchen,East,1785,306563.22,171.71,205037.89,101525.33,7.8,2022,Q3,July,7.28
2022-07-01,Brand B,Kitchen,West,1550,254847.95,164.35,165790.19,89057.76,8.7,2022,Q3,July,6.05
2022-07-01,Brand B,Kitchen,Central,1503,247360.27,164.55,149181.89,98178.39,8.1,2022,Q3,July,5.87
2022-07-01,Brand C,Electronics,North,960,434534.67,452.36,293580.9,140953.76,7.8,2022,Q3,July,3.02
2022-07-01,Brand C,Electronics,South,1002,495023.72,494.0,302763.39,192260.34,8.3,2022,Q3,July,3.44
2022-07-01,Brand C,Electronics,East,1009,498382.58,493.45,329079.17,169303.41,8.1,2022,Q3,July,3.47
2022-07-01,Brand C,Electronics,West,1225,569573.04,464.95,396487.51,173085.53,7.7,2022,Q3,July,3.96
2022-07-01,Brand C,Electronics,Central,1032,482823.24,467.42,315834.36,166988.88,7.5,2022,Q3,July,3.36
2022-07-01,Brand C,Home Appliances,North,1207,403236.48,333.89,272664.55,130571.93,8.1,2022,Q3,July,4.33
2022-07-01,Brand C,Home Appliances,South,1167,380460.58,325.93,238143.02,142317.56,7.5,2022,Q3,July,4.09
2022-07-01,Brand C,Home Appliances,East,1030,337349.27,327.26,211526.35,125822.92,8.3,2022,Q3,July,3.62
2022-07-01,Brand C,Home Appliances,West,1209,395895.68,327.42,260517.87,135377.81,7.4,2022,Q3,July,4.25
2022-07-01,Brand C,Home Appliances,Central,1168,393464.73,336.7,255315.24,138149.49,7.7,2022,Q3,July,4.23
2022-07-01,Brand C,Personal Care,North,1637,80742.88,49.31,53479.29,27263.59,7.9,2022,Q3,July,5.68
2022-07-01,Brand C,Personal Care,South,1477,68103.07,46.08,43552.85,24550.22,7.3,2022,Q3,July,4.79
2022-07-01,Brand C,Personal Care,East,1415,67539.85,47.7,42062.13,25477.72,8.3,2022,Q3,July,4.75
2022-07-01,Brand C,Personal Care,West,1601,77759.2,48.56,50803.09,26956.11,8.2,2022,Q3,July,5.47
2022-07-01,Brand C,Personal Care,Central,1268,61990.85,48.88,37968.29,24022.57,8.1,2022,Q3,July,4.36
2022-07-01,Brand C,Kitchen,North,1053,155735.87,147.87,108143.65,47592.23,7.4,2022,Q3,July,3.7
2022-07-01,Brand C,Kitchen,South,1116,166751.14,149.35,108111.56,58639.58,8.2,2022,Q3,July,3.96
2022-07-01,Brand C,Kitchen,East,1159,163124.09,140.72,102536.27,60587.82,7.5,2022,Q3,July,3.87
2022-07-01,Brand C,Kitchen,West,1217,171568.43,140.88,111712.93,59855.5,7.8,2022,Q3,July,4.07
2022-07-01,Brand C,Kitchen,Central,1155,170649.14,147.71,119125.71,51523.42,7.7,2022,Q3,July,4.05
2022-07-01,Brand D,Electronics,North,812,354319.78,436.24,232913.13,121406.65,7.5,2022,Q3,July,2.46
2022-07-01,Brand D,Electronics,South,673,274885.88,408.39,188405.73,86480.14,6.9,2022,Q3,July,1.91
2022-07-01,Brand D,Electronics,East,816,360663.67,441.71,218650.82,142012.85,7.4,2022,Q3,July,2.51
2022-07-01,Brand D,Electronics,West,728,309755.94,425.44,205262.64,104493.3,7.4,2022,Q3,July,2.15
2022-07-01,Brand D,Electronics,Central,632,268339.95,424.02,179458.3,88881.65,7.2,2022,Q3,July,1.87
2022-07-01,Brand D,Home Appliances,North,831,238228.23,286.62,150069.39,88158.84,6.9,2022,Q3,July,2.56
2022-07-01,Brand D,Home Appliances,South,857,249471.12,290.92,154939.15,94531.97,7.5,2022,Q3,July,2.68
2022-07-01,Brand D,Home Appliances,East,669,209244.7,312.31,139708.95,69535.75,7.3,2022,Q3,July,2.25
2022-07-01,Brand D,Home Appliances,West,737,208707.91,283.05,140624.67,68083.24,7.3,2022,Q3,July,2.24
2022-07-01,Brand D,Home Appliances,Central,842,241678.5,286.87,163215.83,78462.67,7.3,2022,Q3,July,2.6
2022-07-01,Brand D,Personal Care,North,871,38026.95,43.63,26032.95,11994.0,7.1,2022,Q3,July,2.67
2022-07-01,Brand D,Personal Care,South,729,30957.09,42.45,18814.63,12142.46,6.9,2022,Q3,July,2.18
2022-07-01,Brand D,Personal Care,East,808,32882.25,40.66,20876.35,12005.9,6.6,2022,Q3,July,2.31
2022-07-01,Brand D,Personal Care,West,908,40358.54,44.4,24506.98,15851.56,7.5,2022,Q3,July,2.84
2022-07-01,Brand D,Personal Care,Central,837,34885.41,41.65,21199.38,13686.03,7.0,2022,Q3,July,2.45
2022-07-01,Brand D,Kitchen,North,1106,144028.74,130.14,87140.64,56888.1,6.6,2022,Q3,July,3.42
2022-07-01,Brand D,Kitchen,South,987,123296.78,124.89,76843.29,46453.49,6.8,2022,Q3,July,2.93
2022-07-01,Brand D,Kitchen,East,1109,147527.06,132.97,94492.59,53034.46,7.4,2022,Q3,July,3.5
2022-07-01,Brand D,Kitchen,West,962,122419.18,127.2,76218.54,46200.64,7.1,2022,Q3,July,2.91
2022-07-01,Brand D,Kitchen,Central,1162,149816.08,128.82,95250.28,54565.8,7.1,2022,Q3,July,3.56
2022-07-01,Brand E,Electronics,North,491,204412.66,415.55,132931.27,71481.39,6.7,2022,Q3,July,1.42
2022-07-01,Brand E,Electronics,South,568,230418.09,404.99,139904.7,90513.39,7.0,2022,Q3,July,1.6
2022-07-01,Brand E,Electronics,East,511,209065.77,408.56,142635.85,66429.92,7.1,2022,Q3,July,1.45
2022-07-01,Brand E,Electronics,West,563,225812.16,400.81,138713.61,87098.55,7.1,2022,Q3,July,1.57
2022-07-01,Brand E,Electronics,Central,516,206580.17,399.87,129820.64,76759.53,6.4,2022,Q3,July,1.44
2022-07-01,Brand E,Home Appliances,North,658,176171.51,267.52,118891.9,57279.61,6.6,2022,Q3,July,1.89
2022-07-01,Brand E,Home Appliances,South,538,151042.06,280.31,91332.9,59709.16,6.6,2022,Q3,July,1.62
2022-07-01,Brand E,Home Appliances,East,673,180267.68,267.76,123291.17,56976.51,6.3,2022,Q3,July,1.94
2022-07-01,Brand E,Home Appliances,West,585,167960.71,286.75,106088.52,61872.19,6.4,2022,Q3,July,1.8
2022-07-01,Brand E,Home Appliances,Central,607,166143.99,273.57,113687.55,52456.45,6.6,2022,Q3,July,1.78
2022-07-01,Brand E,Personal Care,North,731,30422.97,41.57,19573.58,10849.38,7.2,2022,Q3,July,2.14
2022-07-01,Brand E,Personal Care,South,648,27153.23,41.86,16534.39,10618.84,7.0,2022,Q3,July,1.91
2022-07-01,Brand E,Personal Care,East,672,26588.42,39.55,17635.33,8953.09,7.0,2022,Q3,July,1.87
2022-07-01,Brand E,Personal Care,West,573,22170.88,38.67,14883.42,7287.47,7.0,2022,Q3,July,1.56
2022-07-01,Brand E,Personal Care,Central,767,31508.78,41.04,21901.03,9607.74,7.0,2022,Q3,July,2.22
2022-07-01,Brand E,Kitchen,North,669,77218.73,115.26,52368.39,24850.35,6.9,2022,Q3,July,1.83
2022-07-01,Brand E,Kitchen,South,616,72941.21,118.32,50743.74,22197.47,6.8,2022,Q3,July,1.73
2022-07-01,Brand E,Kitchen,East,698,83494.1,119.49,51840.51,31653.59,6.7,2022,Q3,July,1.98
2022-07-01,Brand E,Kitchen,West,685,78552.41,114.63,53160.88,25391.54,6.7,2022,Q3,July,1.87
2022-07-01,Brand E,Kitchen,Central,782,97134.96,124.2,60340.18,36794.78,7.0,2022,Q3,July,2.31
2022-08-01,Brand A,Electronics,North,1387,720100.5,519.01,468065.32,252035.17,7.6,2022,Q3,August,5.34
2022-08-01,Brand A,Electronics,South,1473,744801.34,505.39,484120.87,260680.47,7.6,2022,Q3,August,5.53
2022-08-01,Brand A,Electronics,East,1246,632732.21,507.58,411275.94,221456.27,8.1,2022,Q3,August,4.69
2022-08-01,Brand A,Electronics,West,1321,670423.2,507.24,435775.08,234648.12,7.7,2022,Q3,August,4.97
2022-08-01,Brand A,Electronics,Central,1488,721902.26,484.96,469236.47,252665.79,8.2,2022,Q3,August,5.36
2022-08-01,Brand A,Home Appliances,North,1071,370136.99,345.37,240589.05,129547.95,7.4,2022,Q3,August,4.21
2022-08-01,Brand A,Home Appliances,South,1011,354515.82,350.56,230435.29,124080.54,7.6,2022,Q3,August,4.03
2022-08-01,Brand A,Home Appliances,East,1259,419570.76,333.01,272720.99,146849.77,7.7,2022,Q3,August,4.77
2022-08-01,Brand A,Home Appliances,West,1088,362779.98,333.18,235806.99,126972.99,7.5,2022,Q3,August,4.12
2022-08-01,Brand A,Home Appliances,Central,1115,389990.35,349.75,253493.73,136496.62,7.8,2022,Q3,August,4.43
2022-08-01,Brand A,Personal Care,North,1283,64795.85,50.48,42117.3,22678.55,7.4,2022,Q3,August,5.15
2022-08-01,Brand A,Personal Care,South,1258,65825.86,52.32,42786.81,23039.05,7.9,2022,Q3,August,5.23
2022-08-01,Brand A,Personal Care,East,1339,65722.06,49.06,42719.34,23002.72,8.1,2022,Q3,August,5.22
2022-08-01,Brand A,Personal Care,West,1376,68948.45,50.11,44816.49,24131.96,8.3,2022,Q3,August,5.48
2022-08-01,Brand A,Personal Care,Central,1129,53724.18,47.58,34920.72,18803.46,8.1,2022,Q3,August,4.27
2022-08-01,Brand A,Kitchen,North,1319,190429.06,144.3,123778.89,66650.17,7.6,2022,Q3,August,4.91
2022-08-01,Brand A,Kitchen,South,1033,151809.28,146.9,98676.03,53133.25,8.1,2022,Q3,August,3.91
2022-08-01,Brand A,Kitchen,East,1214,179454.29,147.72,116645.29,62809.0,7.7,2022,Q3,August,4.62
2022-08-01,Brand A,Kitchen,West,1027,151046.76,147.0,98180.4,52866.37,8.0,2022,Q3,August,3.89
2022-08-01,Brand A,Kitchen,Central,1380,214214.65,155.21,139239.52,74975.13,7.4,2022,Q3,August,5.52
